Sales Person,Country,Product,Date, Amount ,Boxes Shipped
Gigi Bohling,Australia,Smooth Sliky Salty,1/25/2023,5884,117
Camilla Castle,USA,85% Dark Bars,4/25/2023,2639,80
Camilla Castle,USA,Eclairs,10/6/2023,5031,401
Madelene Upcott,New Zealand,White Choc,8/22/2023,11511,56
Van Tuxwell,India,After Nines,6/27/2023,15022,211
Husein Augar,India,Orange Choco,6/30/2023,4517,40
Jehu Rudeforth,India,Almond Choco,8/30/2023,10779,99
Karlen McCaffrey,Australia,Raspberry Choco,8/23/2023,1146,60
Camilla Castle,New Zealand,99% Dark & Pure,8/26/2023,2519,45
Gigi Bohling,Australia,Orange Choco,9/3/2023,597,158
Kelci Walkden,UK,Drinking Coco,4/20/2023,1859,24
Mallorie Waber,Canada,Caramel Stuffed Bars,10/6/2023,5194,547
Husein Augar,Australia,Organic Choco Syrup,8/2/2023,961,155
Brien Boise,Australia,White Choc,8/25/2023,5347,23
Dotty Strutley,India,Peanut Butter Cubes,2/16/2023,9805,76
Dennison Crosswaite,UK,99% Dark & Pure,5/30/2023,13205,26
Gigi Bohling,New Zealand,50% Dark Bites,6/29/2023,5929,65
Gigi Bohling,USA,Milk Bars,6/16/2023,517,141
Brien Boise,UK,Caramel Stuffed Bars,4/3/2023,2883,145
Curtice Advani,New Zealand,Peanut Butter Cubes,3/15/2023,1638,454
Curtice Advani,New Zealand,50% Dark Bites,1/27/2023,10791,88
Beverie Moffet,Canada,Drinking Coco,5/7/2023,1093,115
Barr Faughny,USA,Caramel Stuffed Bars,3/29/2023,3408,316
Mallorie Waber,Canada,Almond Choco,12/5/2023,4754,37
Oby Sorrel,USA,Drinking Coco,11/3/2023,8281,47
Brien Boise,New Zealand,Eclairs,11/7/2023,4982,299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/8/2023,13998,60
Gunar Cockshoot,UK,Spicy Special Slims,2/16/2023,13106,199
Curtice Advani,USA,After Nines,4/13/2023,15729,256
Oby Sorrel,India,Choco Coated Almonds,2/14/2023,54,399
Ches Bonnell,Australia,Peanut Butter Cubes,3/14/2023,10857,73
Oby Sorrel,Australia,Spicy Special Slims,4/26/2023,12413,25
Jehu Rudeforth,Canada,Manuka Honey Choco,5/4/2023,3669,209
Camilla Castle,Canada,Drinking Coco,3/3/2023,13555,279
Kaine Padly,USA,Spicy Special Slims,6/13/2023,2334,171
Marney O'Breen,New Zealand,70% Dark Bites,2/14/2023,8973,360
Roddy Speechley,New Zealand,99% Dark & Pure,4/18/2023,8610,188
Oby Sorrel,New Zealand,85% Dark Bars,1/2/2023,3432,452
Dotty Strutley,New Zealand,Orange Choco,4/8/2023,2283,155
Andria Kimpton,New Zealand,Almond Choco,5/4/2023,7190,165
Karlen McCaffrey,Australia,99% Dark & Pure,1/26/2023,11303,166
Kaine Padly,UK,After Nines,1/21/2023,18911,171
Kaine Padly,Canada,After Nines,8/22/2023,6233,178
Kaine Padly,UK,Drinking Coco,1/27/2023,2335,233
Rafaelita Blaksland,UK,50% Dark Bites,2/16/2023,11100,73
Dotty Strutley,USA,Raspberry Choco,3/1/2023,3591,47
Karlen McCaffrey,USA,White Choc,8/24/2023,5209,2
Oby Sorrel,USA,Spicy Special Slims,7/2/2023,6315,398
Mallorie Waber,Australia,Smooth Sliky Salty,11/2/2023,4455,117
Kaine Padly,Canada,Organic Choco Syrup,3/29/2023,6079,78
Marney O'Breen,USA,Peanut Butter Cubes,6/15/2023,696,363
Dennison Crosswaite,UK,Smooth Sliky Salty,4/26/2023,564,151
Brien Boise,Australia,Organic Choco Syrup,7/15/2023,4480,261
Beverie Moffet,India,Organic Choco Syrup,6/23/2023,1094,22
Dennison Crosswaite,Australia,Baker's Choco Chips,11/1/2023,15870,449
Beverie Moffet,UK,50% Dark Bites,9/2/2023,2530,297
Van Tuxwell,UK,Almond Choco,6/6/2023,11258,217
Dotty Strutley,UK,Caramel Stuffed Bars,10/8/2023,6180,230
Wilone O'Kielt,Australia,Smooth Sliky Salty,4/1/2023,2496,45
Andria Kimpton,Canada,70% Dark Bites,8/4/2023,10964,16
Barr Faughny,UK,Milk Bars,2/3/2023,4013,409
Van Tuxwell,Canada,Drinking Coco,6/15/2023,4919,746
Jehu Rudeforth,Australia,After Nines,2/14/2023,5602,51
Husein Augar,UK,After Nines,5/7/2023,3564,372
Barr Faughny,India,Mint Chip Choco,12/1/2023,8313,493
Curtice Advani,India,Mint Chip Choco,3/3/2023,8447,96
Jehu Rudeforth,New Zealand,Milk Bars,5/18/2023,2646,198
Gunar Cockshoot,India,Caramel Stuffed Bars,7/28/2023,2707,198
Curtice Advani,UK,Manuka Honey Choco,7/2/2023,1710,108
Andria Kimpton,India,Orange Choco,5/30/2023,318,417
Mallorie Waber,Australia,Raspberry Choco,4/25/2023,9480,26
Beverie Moffet,Canada,85% Dark Bars,2/16/2023,6393,44
Kelci Walkden,Australia,Drinking Coco,4/5/2023,1356,60
Van Tuxwell,Canada,70% Dark Bites,2/6/2023,7911,74
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/7/2023,2583,501
Beverie Moffet,New Zealand,Spicy Special Slims,7/6/2023,66,65
Jan Morforth,UK,Almond Choco,6/7/2023,10669,150
Husein Augar,India,Raspberry Choco,6/15/2023,10994,152
Dotty Strutley,India,Mint Chip Choco,4/14/2023,1260,227
Camilla Castle,India,Drinking Coco,8/8/2023,492,164
Marney O'Breen,UK,Drinking Coco,3/29/2023,1017,28
Roddy Speechley,Australia,Organic Choco Syrup,4/7/2023,4111,81
Ches Bonnell,India,99% Dark & Pure,2/16/2023,504,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2/5/2023,2884,163
Van Tuxwell,India,Eclairs,7/21/2023,11862,105
Gunar Cockshoot,Australia,99% Dark & Pure,8/18/2023,8565,237
Kaine Padly,USA,85% Dark Bars,6/22/2023,538,271
Camilla Castle,UK,Peanut Butter Cubes,7/19/2023,5232,125
Madelene Upcott,UK,Peanut Butter Cubes,12/8/2023,7916,84
Madelene Upcott,USA,Choco Coated Almonds,7/6/2023,6016,143
Marney O'Breen,Canada,Peanut Butter Cubes,8/3/2023,7505,97
Ches Bonnell,Australia,Choco Coated Almonds,8/4/2023,1591,182
Curtice Advani,Canada,Eclairs,6/5/2023,740,205
Roddy Speechley,India,Drinking Coco,5/31/2023,4591,11
Van Tuxwell,Australia,Mint Chip Choco,1/13/2023,2687,324
Dennison Crosswaite,USA,70% Dark Bites,3/15/2023,735,77
Andria Kimpton,Canada,Peanut Butter Cubes,2/16/2023,1161,311
Gigi Bohling,USA,70% Dark Bites,1/14/2023,8078,189
Rafaelita Blaksland,Australia,White Choc,3/21/2023,7468,111
Roddy Speechley,Canada,Drinking Coco,5/17/2023,7588,342
Camilla Castle,New Zealand,85% Dark Bars,8/8/2023,15373,57
Madelene Upcott,Canada,Milk Bars,4/26/2023,3908,86
Madelene Upcott,Australia,70% Dark Bites,4/15/2023,3741,255
Oby Sorrel,Canada,Eclairs,5/19/2023,6212,561
Dennison Crosswaite,Canada,Drinking Coco,10/1/2023,2924,25
Mallorie Waber,New Zealand,After Nines,4/5/2023,502,241
Roddy Speechley,Canada,White Choc,5/4/2023,6594,270
Andria Kimpton,India,After Nines,1/17/2023,961,71
Roddy Speechley,India,Spicy Special Slims,3/22/2023,11370,170
Dotty Strutley,Australia,White Choc,5/7/2023,6068,94
Oby Sorrel,Canada,Orange Choco,4/27/2023,8910,355
Kaine Padly,Canada,Almond Choco,12/8/2023,6865,75
Jan Morforth,UK,Baker's Choco Chips,11/3/2023,805,259
Jehu Rudeforth,UK,Fruit & Nut Bars,5/13/2023,9852,221
Dennison Crosswaite,USA,Smooth Sliky Salty,12/5/2023,11823,90
Brien Boise,USA,Raspberry Choco,12/1/2023,684,202
Madelene Upcott,New Zealand,Milk Bars,3/29/2023,14002,388
Roddy Speechley,India,50% Dark Bites,3/14/2023,8745,12
Barr Faughny,New Zealand,99% Dark & Pure,5/24/2023,9294,201
Dennison Crosswaite,Canada,Organic Choco Syrup,1/28/2023,8832,79
Beverie Moffet,India,Almond Choco,5/24/2023,3475,104
Brien Boise,Australia,Peanut Butter Cubes,8/19/2023,312,204
Karlen McCaffrey,Australia,Spicy Special Slims,5/17/2023,4791,335
Jehu Rudeforth,USA,White Choc,7/6/2023,6646,117
Ches Bonnell,Canada,Organic Choco Syrup,7/26/2023,594,229
Dotty Strutley,India,Eclairs,7/28/2023,2346,406
Karlen McCaffrey,India,70% Dark Bites,5/23/2023,5083,368
Jehu Rudeforth,UK,Mint Chip Choco,4/1/2024,6340,187
Van Tuxwell,India,85% Dark Bars,1/8/2024,9006,90
Gigi Bohling,India,Peanut Butter Cubes,7/7/2024,5159,87
Jan Morforth,Australia,Peanut Butter Cubes,4/27/2024,13371,349
Jehu Rudeforth,UK,Peanut Butter Cubes,2/24/2024,14792,182
Van Tuxwell,India,Smooth Sliky Salty,6/6/2024,6429,40
Oby Sorrel,UK,99% Dark & Pure,1/25/2024,15901,188
Gunar Cockshoot,Australia,After Nines,3/24/2024,3400,77
Jehu Rudeforth,New Zealand,50% Dark Bites,4/20/2024,4358,63
Brien Boise,Australia,99% Dark & Pure,4/7/2024,3356,111
Rafaelita Blaksland,UK,Smooth Sliky Salty,1/13/2024,5288,67
Barr Faughny,USA,Orange Choco,10/3/2024,4244,11
Mallorie Waber,Canada,Eclairs,1/13/2024,1672,277
Karlen McCaffrey,New Zealand,Drinking Coco,7/28/2024,182,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,3/8/2024,8951,189
Beverie Moffet,Australia,Organic Choco Syrup,1/26/2024,7272,385
Van Tuxwell,Canada,Organic Choco Syrup,2/14/2024,4865,42
Roddy Speechley,USA,Smooth Sliky Salty,5/4/2024,3175,149
Beverie Moffet,Canada,Milk Bars,2/16/2024,10138,250
Curtice Advani,UK,85% Dark Bars,8/6/2024,1207,174
Brien Boise,Australia,Eclairs,6/27/2024,8223,92
Gunar Cockshoot,USA,Spicy Special Slims,2/17/2024,1441,152
Marney O'Breen,USA,After Nines,5/30/2024,5612,159
Husein Augar,UK,Drinking Coco,3/14/2024,3562,111
Kaine Padly,Australia,Eclairs,2/28/2024,8385,122
Karlen McCaffrey,India,Fruit & Nut Bars,1/26/2024,181,330
Roddy Speechley,Canada,Spicy Special Slims,9/2/2024,1800,191
Husein Augar,USA,Eclairs,7/7/2024,4449,113
Dennison Crosswaite,New Zealand,White Choc,5/7/2024,10113,155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,6/15/2024,5933,303
Van Tuxwell,New Zealand,85% Dark Bars,5/24/2024,2007,124
Rafaelita Blaksland,UK,99% Dark & Pure,6/29/2024,14087,157
Wilone O'Kielt,Australia,Manuka Honey Choco,11/5/2024,4800,90
Karlen McCaffrey,UK,Almond Choco,6/30/2024,8102,138
Andria Kimpton,Canada,After Nines,11/5/2024,2322,71
Roddy Speechley,USA,Manuka Honey Choco,7/22/2024,10245,329
Andria Kimpton,UK,50% Dark Bites,8/24/2024,2930,344
Kelci Walkden,New Zealand,After Nines,7/7/2024,170,75
Camilla Castle,Australia,85% Dark Bars,5/19/2024,4247,14
Karlen McCaffrey,India,Manuka Honey Choco,4/7/2024,2696,605
Kelci Walkden,USA,After Nines,2/6/2024,1084,16
Karlen McCaffrey,USA,Raspberry Choco,4/15/2024,17037,347
Mallorie Waber,Canada,Choco Coated Almonds,11/7/2024,5706,247
Andria Kimpton,India,Spicy Special Slims,2/23/2024,6682,139
Madelene Upcott,Canada,Almond Choco,8/22/2024,8193,100
Kaine Padly,USA,Peanut Butter Cubes,2/16/2024,7568,206
Van Tuxwell,USA,50% Dark Bites,1/13/2024,10772,156
Curtice Advani,Australia,Milk Bars,2/14/2024,7467,18
Roddy Speechley,India,Eclairs,10/6/2024,4986,311
Curtice Advani,India,Fruit & Nut Bars,7/7/2024,5694,177
Curtice Advani,Canada,Almond Choco,3/24/2024,5879,75
Brien Boise,Australia,Fruit & Nut Bars,6/6/2024,9772,22
Dotty Strutley,Australia,Drinking Coco,7/19/2024,105,140
Beverie Moffet,USA,Raspberry Choco,4/19/2024,16415,80
Marney O'Breen,India,85% Dark Bars,7/19/2024,2553,183
Jehu Rudeforth,Canada,Drinking Coco,7/15/2024,474,25
Ches Bonnell,New Zealand,Spicy Special Slims,2/14/2024,3874,19
Brien Boise,Canada,99% Dark & Pure,5/18/2024,17718,430
Barr Faughny,Australia,Fruit & Nut Bars,6/30/2024,16572,57
Andria Kimpton,Australia,50% Dark Bites,2/6/2024,5220,216
Andria Kimpton,Australia,Drinking Coco,6/28/2024,1797,49
Marney O'Breen,Australia,Organic Choco Syrup,5/16/2024,296,182
Kelci Walkden,Canada,Baker's Choco Chips,5/26/2024,3597,288
Karlen McCaffrey,India,Almond Choco,6/7/2024,6580,147
Oby Sorrel,India,99% Dark & Pure,5/27/2024,12233,11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,4/14/2024,2243,11
Van Tuxwell,Australia,Organic Choco Syrup,10/8/2024,22943,14
Camilla Castle,India,50% Dark Bites,4/7/2024,10591,430
Oby Sorrel,India,Organic Choco Syrup,8/7/2024,6469,59
Jan Morforth,USA,Peanut Butter Cubes,7/22/2024,10464,109
Gigi Bohling,USA,Choco Coated Almonds,2/3/2024,14154,105
Gigi Bohling,UK,Almond Choco,10/1/2024,6031,9
Jehu Rudeforth,New Zealand,White Choc,11/3/2024,3308,258
Andria Kimpton,New Zealand,Peanut Butter Cubes,6/20/2024,1120,283
Van Tuxwell,UK,Organic Choco Syrup,8/26/2024,2303,222
Roddy Speechley,Canada,Milk Bars,7/13/2024,723,33
Camilla Castle,USA,Spicy Special Slims,11/2/2024,1414,261
Marney O'Breen,USA,Orange Choco,1/27/2024,9002,193
Van Tuxwell,UK,99% Dark & Pure,1/31/2024,5284,136
Camilla Castle,USA,White Choc,8/18/2024,10959,23
Andria Kimpton,USA,Raspberry Choco,6/30/2024,15532,22
Dotty Strutley,Australia,Fruit & Nut Bars,8/23/2024,317,337
Brien Boise,New Zealand,Mint Chip Choco,1/8/2024,71,188
Roddy Speechley,New Zealand,After Nines,5/25/2024,9317,11
Roddy Speechley,Canada,Organic Choco Syrup,10/1/2024,4791,86
Dennison Crosswaite,Australia,70% Dark Bites,7/2/2024,6167,114
Karlen McCaffrey,USA,Orange Choco,12/5/2024,11741,433
Madelene Upcott,Australia,Spicy Special Slims,7/3/2024,8520,443
Dennison Crosswaite,Australia,85% Dark Bars,5/4/2024,8279,453
Andria Kimpton,Canada,Caramel Stuffed Bars,3/1/2024,7561,336
Dennison Crosswaite,UK,Eclairs,3/24/2024,6702,285
Madelene Upcott,India,Raspberry Choco,7/7/2024,4759,10
Van Tuxwell,USA,After Nines,7/26/2024,709,263
Wilone O'Kielt,Australia,Organic Choco Syrup,7/7/2024,2003,110
Karlen McCaffrey,Canada,50% Dark Bites,7/15/2024,3248,64
Roddy Speechley,New Zealand,Orange Choco,1/4/2024,52,95
Beverie Moffet,Australia,Eclairs,6/20/2024,2135,6
Kelci Walkden,UK,Fruit & Nut Bars,6/29/2024,15540,520
Marney O'Breen,USA,50% Dark Bites,6/15/2024,1118,114
Husein Augar,USA,After Nines,8/4/2024,13999,179
Dennison Crosswaite,Australia,Raspberry Choco,3/14/2024,6266,31
Andria Kimpton,USA,Fruit & Nut Bars,7/15/2024,1537,386
Kelci Walkden,India,Eclairs,4/19/2024,6070,80
Marney O'Breen,USA,99% Dark & Pure,3/28/2024,4861,286
Brien Boise,Canada,Spicy Special Slims,4/3/2024,8993,97
Karlen McCaffrey,New Zealand,70% Dark Bites,2/8/2024,150,40
Husein Augar,UK,Spicy Special Slims,8/25/2024,5594,41
Marney O'Breen,USA,Almond Choco,2/25/2024,9377,167
Kelci Walkden,India,Orange Choco,7/6/2024,11315,134
Jan Morforth,India,Spicy Special Slims,12/4/2024,2048,506
Ches Bonnell,India,Spicy Special Slims,6/7/2024,12563,101
Kelci Walkden,UK,Smooth Sliky Salty,1/19/2024,6884,182
Madelene Upcott,Australia,Fruit & Nut Bars,5/1/2024,6106,90
Madelene Upcott,Canada,70% Dark Bites,1/24/2024,12635,145
Wilone O'Kielt,Australia,Drinking Coco,6/4/2024,664,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,6/15/2024,7045,21
Gigi Bohling,Canada,Baker's Choco Chips,1/28/2024,1805,47
Kelci Walkden,India,Caramel Stuffed Bars,3/16/2024,513,131
Rafaelita Blaksland,Australia,Drinking Coco,2/21/2024,13700,389
Kelci Walkden,USA,Manuka Honey Choco,2/16/2024,19996,94
Jehu Rudeforth,Canada,Spicy Special Slims,1/13/2024,2190,29
Kelci Walkden,Australia,Eclairs,3/23/2024,8727,523
Curtice Advani,Canada,Spicy Special Slims,6/16/2024,911,126
Oby Sorrel,India,Raspberry Choco,4/14/2024,7621,46
Kelci Walkden,UK,Eclairs,1/25/2024,5055,60
Jan Morforth,India,Almond Choco,11/3/2024,5231,23
Dotty Strutley,UK,Almond Choco,7/28/2024,17104,103
Marney O'Breen,New Zealand,After Nines,9/3/2024,1642,43
Husein Augar,Australia,Orange Choco,6/28/2024,10322,182
Marney O'Breen,Australia,Milk Bars,7/28/2024,2716,423
Kelci Walkden,Canada,99% Dark & Pure,8/15/2024,5598,51
Kaine Padly,Australia,Manuka Honey Choco,12/1/2024,2997,280
Beverie Moffet,New Zealand,White Choc,3/24/2024,7946,7
Van Tuxwell,UK,Milk Bars,7/25/2024,4991,92
Oby Sorrel,Canada,99% Dark & Pure,1/8/2024,4152,424
Van Tuxwell,India,Organic Choco Syrup,5/16/2024,22702,168
Roddy Speechley,India,Smooth Sliky Salty,10/8/2024,6014,141
Jan Morforth,India,Eclairs,5/1/2024,2789,27
Ches Bonnell,UK,Smooth Sliky Salty,11/7/2024,6504,116
Wilone O'Kielt,USA,After Nines,4/25/2024,434,31
Gigi Bohling,New Zealand,Fruit & Nut Bars,4/4/2024,12314,129
Barr Faughny,USA,Raspberry Choco,12/4/2024,9877,106
Wilone O'Kielt,New Zealand,85% Dark Bars,2/8/2024,2043,121
Gigi Bohling,New Zealand,Manuka Honey Choco,6/28/2024,8729,272
Ches Bonnell,Australia,Eclairs,5/7/2024,4907,128
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,7/6/2024,2278,49
Brien Boise,New Zealand,Smooth Sliky Salty,1/18/2024,1108,27
Brien Boise,Australia,Baker's Choco Chips,4/1/2024,14958,206
Dennison Crosswaite,Australia,99% Dark & Pure,1/31/2024,3021,19
Kelci Walkden,India,Almond Choco,3/14/2024,3677,152
Camilla Castle,Australia,70% Dark Bites,4/29/2024,7000,500
Oby Sorrel,India,Smooth Sliky Salty,7/2/2024,10902,116
Kaine Padly,UK,Organic Choco Syrup,3/31/2024,2587,172
Marney O'Breen,India,Caramel Stuffed Bars,3/16/2024,5078,81
Karlen McCaffrey,UK,Eclairs,1/25/2024,8360,203
Van Tuxwell,India,Baker's Choco Chips,6/20/2024,3567,426
Gigi Bohling,UK,After Nines,3/29/2024,9187,173
Curtice Advani,Australia,Orange Choco,12/7/2024,917,140
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/7/2024,6199,132
Karlen McCaffrey,Canada,Smooth Sliky Salty,1/19/2024,3369,180
Andria Kimpton,USA,85% Dark Bars,5/4/2024,10527,82
Jehu Rudeforth,Canada,Milk Bars,2/21/2024,7928,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,5/20/2024,14494,15
Mallorie Waber,Australia,Milk Bars,7/29/2024,3112,107
Barr Faughny,USA,Fruit & Nut Bars,1/28/2024,9618,44
Marney O'Breen,UK,Caramel Stuffed Bars,7/19/2024,4198,107
Mallorie Waber,New Zealand,Manuka Honey Choco,4/13/2024,10927,11
Roddy Speechley,India,Peanut Butter Cubes,11/2/2024,10759,20
Roddy Speechley,New Zealand,Milk Bars,2/3/2024,6250,111
Ches Bonnell,Australia,White Choc,2/3/2024,1104,195
Van Tuxwell,USA,99% Dark & Pure,7/28/2024,13436,6
Kelci Walkden,India,After Nines,7/1/2024,1855,563
Brien Boise,UK,White Choc,12/4/2024,5799,169
Van Tuxwell,Canada,Almond Choco,6/27/2024,3632,71
Jehu Rudeforth,Australia,50% Dark Bites,1/14/2024,5461,456
Karlen McCaffrey,UK,Baker's Choco Chips,7/2/2024,5316,389
Jehu Rudeforth,Australia,Orange Choco,3/23/2024,16060,28
Marney O'Breen,India,Peanut Butter Cubes,10/1/2024,7804,157
Oby Sorrel,UK,Choco Coated Almonds,3/17/2024,10751,44
Gigi Bohling,USA,Spicy Special Slims,1/21/2024,12157,54
Barr Faughny,Australia,White Choc,4/7/2024,9402,401
Kaine Padly,Canada,Peanut Butter Cubes,4/7/2024,3653,185
Dotty Strutley,USA,Manuka Honey Choco,10/8/2024,320,201
Dennison Crosswaite,Australia,50% Dark Bites,1/4/2024,7619,12
Gigi Bohling,India,Raspberry Choco,2/22/2024,2844,158
Camilla Castle,UK,White Choc,3/1/2024,11946,192
Karlen McCaffrey,India,Drinking Coco,5/31/2024,5055,241
Dotty Strutley,UK,99% Dark & Pure,3/1/2024,10378,301
Husein Augar,New Zealand,Caramel Stuffed Bars,1/27/2024,595,461
Barr Faughny,UK,50% Dark Bites,1/28/2024,640,71
Curtice Advani,Australia,Organic Choco Syrup,6/28/2024,3717,322
Husein Augar,UK,Choco Coated Almonds,2/3/2024,5057,41
Wilone O'Kielt,Australia,After Nines,5/27/2024,3730,27
Dennison Crosswaite,USA,Almond Choco,6/30/2024,13787,85
Barr Faughny,Canada,Peanut Butter Cubes,7/6/2024,2206,79
Kaine Padly,USA,70% Dark Bites,12/5/2024,4672,103
Barr Faughny,New Zealand,Raspberry Choco,7/29/2024,7668,69
Dennison Crosswaite,UK,White Choc,3/8/2024,8339,270
Barr Faughny,India,Baker's Choco Chips,8/18/2024,7549,153
Van Tuxwell,New Zealand,Smooth Sliky Salty,6/14/2024,3609,46
Beverie Moffet,UK,White Choc,6/30/2024,7109,80
Camilla Castle,New Zealand,Mint Chip Choco,6/13/2024,1293,201
Ches Bonnell,UK,Orange Choco,4/27/2024,15366,57
Jan Morforth,Australia,White Choc,7/27/2024,3766,33
Mallorie Waber,Canada,85% Dark Bars,4/20/2024,1665,465
Rafaelita Blaksland,India,Spicy Special Slims,4/1/2024,8973,134
Ches Bonnell,Australia,Mint Chip Choco,2/21/2024,10577,96
Karlen McCaffrey,Australia,White Choc,5/1/2024,8857,50
Beverie Moffet,India,Drinking Coco,7/15/2024,6756,45
Brien Boise,Australia,Choco Coated Almonds,5/25/2024,5533,63
Karlen McCaffrey,Canada,Eclairs,4/20/2024,3714,352
Gigi Bohling,USA,99% Dark & Pure,2/6/2024,907,246
Marney O'Breen,UK,Smooth Sliky Salty,5/13/2024,22559,84
Beverie Moffet,New Zealand,Baker's Choco Chips,3/8/2024,1517,147
Beverie Moffet,Australia,Milk Bars,5/25/2024,770,389
Van Tuxwell,UK,Raspberry Choco,3/16/2024,7623,80
Jan Morforth,Australia,Orange Choco,4/7/2024,3418,117
Jehu Rudeforth,India,50% Dark Bites,5/7/2024,4056,137
Madelene Upcott,USA,After Nines,3/15/2024,5433,450
Barr Faughny,UK,Raspberry Choco,8/22/2024,6017,71
Ches Bonnell,Australia,70% Dark Bites,12/1/2024,3610,122
Marney O'Breen,UK,Baker's Choco Chips,10/6/2024,302,154
Kaine Padly,Australia,Peanut Butter Cubes,3/25/2024,6063,290
Rafaelita Blaksland,India,Almond Choco,7/27/2024,3590,106
Husein Augar,UK,Caramel Stuffed Bars,4/15/2024,16457,442
Roddy Speechley,India,Orange Choco,6/27/2024,4814,19
Jehu Rudeforth,UK,70% Dark Bites,4/14/2024,5819,270
Husein Augar,Australia,Manuka Honey Choco,3/15/2024,7825,100
Madelene Upcott,USA,Eclairs,3/18/2024,9447,193
Brien Boise,India,Eclairs,4/29/2024,1448,67
Mallorie Waber,New Zealand,White Choc,2/25/2024,3356,238
Husein Augar,USA,Milk Bars,2/3/2024,1031,55
Van Tuxwell,Australia,Milk Bars,6/20/2024,9472,95
Beverie Moffet,Canada,White Choc,7/15/2024,10573,179
Dotty Strutley,Australia,50% Dark Bites,12/5/2024,3322,247
Mallorie Waber,New Zealand,Organic Choco Syrup,1/7/2024,5318,281
Husein Augar,USA,85% Dark Bars,8/8/2024,416,59
Madelene Upcott,Australia,50% Dark Bites,7/25/2024,8296,6
Wilone O'Kielt,UK,Drinking Coco,5/18/2024,3857,54
Camilla Castle,India,Peanut Butter Cubes,7/15/2024,14103,291
Curtice Advani,India,70% Dark Bites,5/7/2024,2453,43
Mallorie Waber,USA,Manuka Honey Choco,4/7/2024,5911,100
Dotty Strutley,UK,70% Dark Bites,6/20/2024,1515,230
Gunar Cockshoot,Australia,Almond Choco,1/25/2024,4498,464
Kaine Padly,New Zealand,Spicy Special Slims,1/7/2024,8755,38
Gigi Bohling,USA,50% Dark Bites,4/13/2024,2651,60
Beverie Moffet,UK,Smooth Sliky Salty,4/5/2024,5119,77
Beverie Moffet,Australia,Baker's Choco Chips,4/8/2024,3361,119
Beverie Moffet,India,70% Dark Bites,1/6/2024,496,146
Jehu Rudeforth,UK,Choco Coated Almonds,4/22/2024,5109,187
Kaine Padly,USA,50% Dark Bites,3/8/2024,77,26
Ches Bonnell,USA,Orange Choco,10/6/2024,1860,71
Gunar Cockshoot,UK,Manuka Honey Choco,6/27/2024,7918,50
Marney O'Breen,Australia,Smooth Sliky Salty,3/1/2024,4060,179
Marney O'Breen,India,After Nines,11/7/2024,2817,188
Ches Bonnell,New Zealand,Milk Bars,8/17/2024,5306,128
Rafaelita Blaksland,USA,Fruit & Nut Bars,1/18/2024,2757,66
